factor,folder,nd,nbad,nmir_bad,ic,resid_mean,max_mirror_dev,lambda,lambda_short,lambda_long,ssm,gamma,share,share_ic,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,gsd1,gsd2,gsd3,gsd4,gsd5,gsd6,gsd7,gsd8,gsd9,gsd10
hm101/bid_post15_buy_vs_mkt_tot_p25,hm101,2417,0,0,-0.05659066374259405,-0.00013479684136395847,0.0,-0.6684027664756041,-1.0,-0.5507228267340373,-1.0,-0.9878787878787879,0.48439781429392686,0.5156021857060732,36.00550104669735,34.5167393464813,32.804056346988546,29.285231191390515,24.62198083816218,18.76719300197245,8.523554943006712,-2.6243825982396665,-18.895145515880678,-7.98357015490941,-0.012434054558489107,-0.008042776347197505,-0.004564657682762464,-0.0019635773388344503,-0.00034203260374118344,-3.56144095187512e-05,-0.0015871713643729854,-0.005193124634024443,-0.011443454817366229,-0.010849403144922979,441.8390619088749,463.2963355096355,483.4852780263878,501.24128954676627,521.5104443310303,548.7728069862007,578.7314024785255,617.1708825320427,664.2253515161892,703.1128847810801
hm101/bid_post15_depth_vs_mkt_mean_trend,hm101,2417,0,0,-0.011790529390180606,-0.00018263589563448392,0.0,-0.6392948414255908,-1.0,1.0,-1.0,-0.40606060606060607,0.7735389130504364,0.2264610869495633,27.84910017999617,22.65968665383556,18.094073895826558,12.743494861953163,10.833722517584262,10.315530180678804,11.574104667356531,12.783737438656496,14.038203309254959,14.173560467335049,-0.0067917435884917955,-0.00261285061520397,-0.00034086401761503125,0.000500381293443088,0.000265919611291282,-0.00026850620538966546,-0.0006238543784527407,-0.0008261572530952562,-0.0006584838087343823,-0.0002517345322976306,514.0481527228816,539.957784215,565.0823703617357,582.397601781646,594.064010071189,591.5245206588726,580.9800237364744,568.9893415512141,544.7421396996292,495.0801582782956
hm101/bid_post15_imb_vs_event_stk_corr_post15_ret_vs_event_stk,hm101,2417,0,0,-0.027493607188025834,-0.0002139029843857267,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5276088507101915,0.47239114928980847,29.667685025099285,27.377710558972854,26.320344199348515,22.392306588685976,19.611947893267295,16.878596725022245,12.306844845473096,6.816777992336961,-2.9204086657276633,-3.092361499778722,-0.007827218916553639,-0.003982217222217031,-0.0019724699074704136,-0.0005635694441609205,-4.753789219453493e-05,-0.00010280166708401762,-0.0008372212178854799,-0.00229091536025273,-0.004951878772731668,-0.004703873803089675,490.4905110031823,516.1498882681132,537.7534679060998,554.4013087138212,564.0682689255035,575.8805304404211,586.058021349896,594.4601264747862,598.6100510015493,578.5290878192428
hm101/bid_post15_imb_vs_mkt_mean_corr_post15_ret_vs_event_stk,hm101,2417,0,0,-0.028356137804592493,-0.0001847535363699708,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5198095886063873,0.48019041139361285,29.243722715646125,27.16818106128266,25.664524681361183,22.700937346365578,20.40599963549339,16.634236099601658,13.128247181740068,6.839764325231334,-2.7356537279950732,-3.6866583784165403,-0.00792328465977134,-0.00411280236156682,-0.001957642769264395,-0.0005656720193082867,-8.435385702637433e-05,-9.795773746532512e-05,-0.0007638835266996541,-0.002403578077541975,-0.00505661778644977,-0.005205591473128618,486.56959873693205,514.1292782275171,535.3822900842159,552.6492096477223,562.1620583390661,575.2578607291769,585.784938637148,596.8601223328926,602.0574435123577,583.6835928363603
hm101/bid_post15_mkt_drop_rate_corr_pre15_buy_rank,hm101,2417,0,0,0.027780912922791213,0.00016055605714371355,0.0,0.6692243460314665,0.1269494678793693,1.0,0.1269494678793693,0.9272727272727272,0.37333880624527105,0.37333880624527105,8.558384086374339,2.6258057018771135,3.868668880304519,6.980567249102644,10.283685523933073,15.582026970450594,20.89611210405227,24.92993898202327,29.123073058893038,32.56393493035063,0.0014870504194319535,0.003976314526680621,0.0029631755735557283,0.001517772357403221,0.00036743818321769697,-0.00013878758131166596,0.0003401796832710687,0.0018959642362437654,0.0049528203715266715,0.01025842909562846,564.296154185214,595.7889566060512,603.3238359224057,600.9218481640883,588.9564748623652,573.7636038490219,557.1288334525448,531.3870426628905,501.93341566070706,465.0570370075456
hm101/bid_post15_obs_vs_mkt_mean_p5,hm101,2417,0,0,0.06179538264822871,0.0006631091741235246,0.0,0.8092696773793251,0.9999999999999999,-0.6166188619895157,-0.6166188619895157,0.7818181818181819,0.5791274571567181,0.5791274571567181,-36.70889926873172,-7.095347124986068,7.235124858802907,17.74444416608995,24.838832091772776,30.311346591251542,31.587393391940708,32.02981252883012,30.41844757819167,24.783487206742798,0.020372105638146235,0.010013923183936305,0.00424670397993719,0.0009527092313929338,-0.00018206394614493217,0.0006298375169358727,0.002560937399151468,0.0050447706528913006,0.007759233492384541,0.00973411632547446,758.0167263225517,662.5203404769354,615.5688210700256,574.9705309205087,539.2938328692605,506.68459410927426,483.01136609905063,463.0616634601331,437.02932184004567,395.80171374189433
hm101/bid_post15_other_cnt_corr_pre15_buy_rank,hm101,2417,0,0,0.027790661563876492,0.00016091333864660362,0.0,0.6690908489935722,0.1284789642914182,1.0,0.1284789642914182,0.9272727272727272,0.37338630797315125,0.37338630797315125,8.558766626117924,2.626042525664754,3.8388940892925123,6.985428000467762,10.307961921750083,15.565632366601786,20.911919163785782,24.930499482064317,29.141258635332672,32.550435597156635,0.0014871869513136148,0.003975976996408042,0.0029678629390115494,0.001518157682224965,0.0003673851110881691,-0.0001392257012771348,0.0003427131659310978,0.0018968662848821525,0.004959735838554832,0.010253088957092666,564.3197956054036,595.7747791792407,603.3232648828283,600.9428512254099,589.0069094443147,573.7439438632485,557.1068129736103,531.3779833871974,501.9081677217076,465.05474792792893
hm101/bid_post15_other_cnt_mean,hm101,2417,0,0,0.0265194092958065,0.00012573646304677374,0.0,0.7163414085897927,0.3986107409896079,1.0,0.3986107409896079,0.9515151515151515,0.43711768133145096,0.43711768133145096,6.723128095742622,3.591557605485082,2.070560586608916,6.95735969889692,12.890725386627771,18.119724082921927,22.829670480325454,24.77034928270139,26.926272714457923,30.2219880913649,0.0025433786292371526,0.003963069793302074,0.0032918606683049667,0.001502476092558124,0.00023635588707452342,6.097948693768216e-05,0.0008515062391398358,0.002324254265292125,0.004582302009271983,0.007037489761641259,565.4781493277422,608.7719992301303,615.0068118624915,607.1928446490482,582.8922252563295,552.5075728763675,531.0571536222282,509.8797608328171,489.5526947159946,515.7840825905649
hm101/bid_post15_ret_vs_event_stk_std,hm101,2417,0,0,-0.04504837313565637,-0.0010811342103391028,0.0,-0.8168134693949888,1.0,-1.0000000000000002,-1.0000000000000002,-0.28484848484848485,0.3863664907353047,0.6136335092646953,18.8051545160555,19.577177363974858,20.822210603669635,23.211269434982473,24.29425348415678,24.15363004798774,23.2534132671856,19.267495486522584,12.1000339937122,-30.14571493028804,-0.008099686319744583,-0.004461850111737451,-0.0026430239346695457,-0.0014022361003519796,-0.0003806713443919997,0.0002750739173404869,0.0003211435139894691,-0.0009532142956187561,-0.004694151457476346,-0.021928622792656654,413.85021903896785,451.1838778263126,475.91353288383954,497.94567202126274,517.4208976139719,538.6075236422763,561.4174347955508,589.7780968965258,635.7813749550104,804.65871224199
hm101/bid_post15_spread_vs_mkt_mean_corr_pre15_divergence,hm101,2417,0,0,-0.03378761552890906,-0.00030435086253077076,0.0,-0.872761841711404,-0.6602323244500947,-0.9999999999999999,-0.9999999999999999,-0.9878787878787879,0.5308382765203432,0.4691617234796568,25.263617965957508,26.996731412585536,24.60810925325807,21.9275850336914,18.528088945717503,15.359188819837456,11.299245939200997,7.561512431499554,2.3451018083712016,1.4878056794722527,-0.009412580847111954,-0.005308764722999317,-0.0023424012524576733,-0.0006837235467520473,-2.67281384537271e-05,-0.00016546678471714843,-0.0011152101864765368,-0.0025896221538910962,-0.004996268908438737,-0.006842498125079983,441.2612417574273,488.18146903563223,518.9459089560283,544.7940288562479,563.4993605851404,581.2842042185979,595.6347362311263,606.606800851806,615.1004174129032,618.1458410382639
hm101/bid_post15_vol_rank_autocorr1_abs,hm101,2417,0,0,-0.05675053046384608,-0.0008869230215829003,0.0,-1.0000000000000002,-1.0,-1.0,-1.0,-1.0,0.39573964667246575,0.6042603533275344,33.207934402021145,32.80924890704058,31.543533663322126,29.239896901128315,26.105881397948178,22.648808265321076,19.016498272941188,12.117007733410267,-3.1650956187300565,-48.16077122335161,-0.008842156415650147,-0.006645098128494352,-0.004152162370418513,-0.0020159650546494275,-0.00045206230183811145,0.00024247529362718916,4.8882132430741466e-05,-0.0016030819635468713,-0.006992942411286591,-0.025451496222437083,481.3395141781215,484.45547670931467,496.3245540148685,511.3346629139776,530.0166841665822,548.7619011254376,566.8805788070156,590.1227388406683,629.8444051218667,713.5231905762325
hm101/bid_post15_vol_rank_lz_complexity,hm101,2417,0,0,0.039328219012407045,0.0005142579887491113,0.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.5184440458849509,0.5184440458849509,-16.16984076524047,-0.7618888866178639,7.469292683247499,13.77930462913342,18.34747503804927,21.761365784067557,24.529639033002944,26.593154018103192,29.218827862612322,31.23980383893303,0.011620759251974122,0.005313961680025979,0.0023819904517916263,0.0007654933908550248,4.0662215279283364e-05,0.0001625416509281021,0.0009891153776176646,0.002468983405736833,0.005182005790543894,0.009888447808905455,645.1588954215949,617.3036719748573,599.1273778511973,581.2077233949587,565.5215569218522,548.2976511264757,534.9974329112115,516.9867454393044,495.67515065902165,456.11454895077094
hm101/bid_post15_vol_rank_mean,hm101,2417,0,0,-0.06300499323419906,-0.0009264279128892306,0.0,-1.0000000000000002,-1.0,-1.0,-1.0,-1.0,0.4321313734317968,0.5678686265682034,36.11829520518887,34.24139199331811,31.991839789772854,28.603468577135782,23.79776212518299,18.469912274990385,14.046640111526397,5.30270227561866,-6.082051664390674,-31.475680291044785,-0.013025971347151048,-0.007376426462782954,-0.00411420078436347,-0.0018976976952964756,-0.0004117994033791543,0.00016456541881216638,-0.00034286539173578436,-0.0028181216867774533,-0.008630096831180916,-0.02362595113745469,459.2559817178673,497.0712358303925,511.39081020172887,520.6447671578007,528.6787342292895,538.3388656928985,553.0148610451917,574.13467037924,610.7315036430354,733.4441103576961
hm101/bid_post15_vol_vs_event_stk_corr_post15_obs_vs_mkt_mean,hm101,2417,0,0,0.023472868238686235,0.00039013294595432286,0.0,0.9982763070858721,1.0,0.9961232931367292,0.9961232931367292,0.9878787878787879,0.4531297624335814,0.4531297624335814,3.318425498173782,10.56974219174012,12.93741151246347,14.56528707749251,15.721889032030704,16.2418390873725,16.22178405979571,18.805037071400168,20.498693822165627,26.54815360550721,0.006333946858766376,0.002371314325041071,0.0011457344697699337,0.000505556365557556,0.00010292234037790749,-5.37179025342498e-05,3.8852394281395964e-05,0.0009610878152069262,0.0029982502978718583,0.008678788328393111,566.262561530731,565.0558875377935,572.0759975302981,576.0638874659965,576.4393471913762,576.7891968618086,569.1924373060536,557.4247006939942,535.5511141605098,500.12579088665905
hm101/bid_post15_vol_vs_mkt_mean_corr_pre15_divergence,hm101,2417,0,0,-0.05766515275672439,-0.0009184097059510449,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.37204981339129606,0.627950186608704,33.58747633482318,28.4638131734412,28.01625257469331,27.831913878615904,27.42575535211934,25.5072437630698,23.959482797484416,15.031562469631835,-3.204550308978226,-51.31964119558188,-0.010372569705056461,-0.005226135820376281,-0.0031490923058363515,-0.0017912888865620048,-0.0005735284447729854,0.0004922400613906716,0.0008897064248055371,-0.00124340271762707,-0.008416960702964306,-0.027355710953774186,490.42280875710406,511.5792613944272,521.864780572082,523.0112687126621,518.2895744242671,517.2384827835822,532.8309941773135,565.8220370414683,628.3230471115244,725.7397746093404
hm101/bid_post15_vol_vs_mkt_mean_corr_pre15_vol_rank,hm101,2417,0,0,-0.04182035583013038,-0.0005243010602185321,0.0,-1.0,-1.0,-1.0000000000000002,-1.0000000000000002,-1.0,0.4296587680025858,0.5703412319974142,31.645920233900164,29.478487671532257,28.65512764278931,25.631470585158176,24.96253424480255,21.2172275920546,16.351596171794245,10.229059440516092,-4.451982576255647,-28.39468230170063,-0.009087733898579847,-0.004644885026910594,-0.002593121835648477,-0.0011002847992859434,-0.0003171864553827527,0.00013613257661954401,-0.00021243363362895512,-0.0015902074212133946,-0.00609055869868699,-0.015795775577194398,475.49782688090477,507.80530927209327,528.6767371007581,540.697938221831,551.341849709015,561.995897709819,575.342013041449,591.0213945795076,616.2714078022153,634.793881785273
