factor,folder,nd,ic,lambda,lambda_short,lambda_long,ssm,gamma,share,share_ic,resid_mean,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,gsd1,gsd2,gsd3,gsd4,gsd5,gsd6,gsd7,gsd8,gsd9,gsd10
hm103/SEG3_T180_BIN16_S3_TAU050_DISAGREEMENT_GAIN_MEAN_RAW,hm103,1207,0.026650544834066824,0.1686697688229305,0.027470864234474247,0.34013401143188254,0.027470864234474247,0.8545454545454545,0.5187524075539902,0.5187524075539902,-0.00013018829240020986,26.856740236551737,-2.361551072243167,12.675310109077467,19.67589205089111,28.50738839543783,36.294605336607674,41.06387777303645,43.065329782081186,44.15146948104218,40.28284337239409,-0.00013634121638206472,0.008726488198635567,0.003910503105245169,0.001344708724475457,4.7210973441545555e-05,0.0003068884090340361,0.0016745688702475077,0.003275638679947279,0.004505522795860392,0.0031255445859621413,607.1566909689933,682.9450322770203,651.3184734450807,616.5835740781849,593.4098129925513,579.3883946908353,568.3947082847909,568.8871238088605,581.5549472122115,610.8216170280755
hm103/SEG3_T180_BIN16_S3_TAU050_K32_TAIL20_ENTROPY_RAW,hm103,1207,-0.037637161001525164,-1.0,-1.0,-1.0,-1.0,-1.0,0.5109848487822125,0.4890151512177876,-0.00030128534748588657,48.317449295392485,46.03273874701711,41.043532381967346,37.03057144208104,32.829467191933944,28.07159094513154,22.419559401710163,15.641774581842615,11.562662867933,7.222966937977749,-0.009402148599665611,-0.005721748827678335,-0.002844060741780482,-0.0010170722455517122,-9.303636055459801e-05,-0.00011005968009494374,-0.001177033174957263,-0.003339678551874655,-0.005665605527981782,-0.00796543194389988,543.3039473869604,553.4918410184921,566.6597277557103,586.2113818943961,600.3956292787893,615.2108678042727,630.2025345547722,648.9046589639523,660.9964707336756,667.5186688246804
hm103/SEG3_T180_BIN16_S3_TAU050_K8_TAIL20_ENTROPY_RAW,hm103,1207,-0.020862473786244885,-0.886085160327714,-1.0,-0.11671528793123612,-1.0,-0.8909090909090909,0.6751346751729991,0.3248653248270009,-9.14088410795686e-05,48.06201996256652,41.10613404549113,34.36483321622316,27.31302076137677,25.64278191718874,22.052893404636297,23.042647577383537,23.753647844438802,23.244959300423858,21.60342554579165,-0.009589710627281168,-0.004159327069923419,-0.0009338244530224713,0.0004231344735497981,0.00023646149192580853,-0.0003629832529438581,-0.0009284542880133697,-0.0014932761228418294,-0.0018376693901864794,-0.0021254157064283245,539.4773984669898,564.3371086706666,592.8585462811794,618.6943404015524,627.2867671988431,633.0136980852362,629.739960024924,630.8638930878468,626.1281498652472,620.7205252047091
hm103/SEG3_T180_BIN16_S3_TAU050_QUERY_INFO_GAIN_MAX_RAW,hm103,1207,0.05459125190439074,1.0,1.0,1.0,1.0,1.0,0.5807845642189489,0.5807845642189489,0.0007164483073136128,-30.066219264250446,5.2656999873080155,18.74314577350084,29.32144868051767,36.864991382395935,40.684645513951835,44.523112549961716,46.582064462109116,49.05236262059521,49.30829690169406,0.020259853817166214,0.007957790984148554,0.0028143630018468875,0.00043508124474809655,-0.0001774347183998773,0.0004501984923694153,0.0018980107437862404,0.0041780751647717915,0.006861605271459132,0.009197259595180626,726.3184192410754,662.5836979301489,630.752358423137,611.9742443937238,596.011714072055,581.286152491109,570.5051986614877,555.7119940242231,554.1394557032435,554.4486210334749
hm103/SEG3_T180_BIN16_S3_TAU050_QUERY_INFO_GAIN_MEAN_RAW,hm103,1207,0.04063383199950611,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,0.5656668428259801,0.5656668428259801,0.0005953513364335629,-17.17360506260098,11.513462206038156,21.549440055655094,28.5531999960279,34.45100934466868,38.449491083148395,39.66154247421973,40.04080406030401,44.666031004028646,48.5537092839428,0.015083725526590161,0.005462658963417038,0.0019369361678659993,0.0002875645728235502,-0.00012244428246743658,0.000288550339605175,0.0011551493772709329,0.0024176361713971833,0.004987666757661668,0.00854103706890829,693.2786824294666,645.9518994877272,625.5775122492287,614.2933113477025,606.6349584167833,597.9915209840078,589.0540575898599,577.0061280610813,565.7085369321164,550.0883883890817
hm103/SEG3_T180_BIN16_TARGET_MAX_SHARE_RAW,hm103,1207,0.07134377543457891,1.0,1.0000000000000002,1.0,1.0,1.0,0.5638776956962188,0.5638776956962188,0.000968327334040307,-41.49749438002789,3.112301740850679,18.42002758948179,28.040075559731058,36.067644405190755,40.15108568724132,45.14722035199598,50.10807994426836,53.9425796225366,56.81049742000045,0.025906174172348907,0.009905811009689198,0.003403865212563637,0.000639126890419659,-0.00017183177650082116,0.00043831840142917147,0.002117637343275638,0.005131461765183221,0.009181167022929697,0.01382371805920036,760.6901747363871,666.3625029850505,623.9971260984261,601.6952144287403,591.6658172728095,580.4846863830627,573.4865473574482,560.518609852674,540.490501584439,516.8903105494389
hm103/SEG3_T180_BIN16_TARGET_UNIQUE_RATIO_RAW,hm103,1207,0.05387555021654069,0.7587427162998622,1.0,-0.31465531675362896,-0.31465531675362896,0.8424242424242424,0.65471958102203,0.65471958102203,0.0006370251819085154,-32.72655396011821,3.309418998057975,18.407623263698785,29.54219699796196,38.50609080285969,44.879398791152525,49.48499908478213,50.856542889230084,48.641810032467,39.39094833567105,0.02272748595867111,0.009189737166089803,0.0030740162363313193,0.00025874983333519107,-0.000393684389522154,0.000762619537409008,0.0031614180603850147,0.005801409539889313,0.00662707255226054,0.0020297005397830817,746.1161991080292,663.0897459621237,619.398787989581,590.2656666997169,565.677217917059,549.0223518947237,536.9326988421723,538.4539693565296,573.9784123993402,631.5789995536423
hm103/SEG3_T180_BIN16_X_S2_SHARE_12_RAW,hm103,1207,-0.02688658286932066,-1.0,-1.0,-1.0,-1.0,-1.0,0.5297150814545522,0.4702849185454478,-0.00028745484687388626,45.99511329983914,40.4893036497386,35.12429176278917,33.7941380044452,31.568490769667275,25.60121088653696,23.730193431945224,20.86974330776542,17.329626396739933,15.68124624840217,-0.008183383108521227,-0.0038769488349881804,-0.0014641348577608666,-0.0005041953461812459,-6.129711957892554e-05,-0.0001429386676556998,-0.0008119183427884213,-0.0019173023958603183,-0.0037498430119257084,-0.005887166337186165,554.7923479282695,578.4973290516047,585.3023300823606,598.7705831704,602.7147703281152,610.8997186434186,622.0566148563366,631.0458870111521,637.7954703838379,666.5738578643775
hm103/SEG3_T180_LOGVOL_S2_BOOK_K10_GLOBAL_D4_NORM_GAIN_RAW,hm103,1207,0.025831027846517602,0.3422177081943024,-0.18718842289863333,1.0,-0.18718842289863333,0.8181818181818182,0.38072865506475234,0.38072865506475234,0.00011344003171453155,29.648426133396935,11.817225259659446,14.139897401403195,18.725787410002713,24.02540234784803,28.496834807998443,34.26136255245313,37.84254168643292,41.56781428461098,48.202141468637976,-0.0005065702029644211,0.005017050691493956,0.003448294358299588,0.0015367369200609167,0.0002959108533495965,-5.160878668257824e-05,0.0005185976898761353,0.0020062908285593327,0.00460985088069958,0.008843034582110963,637.4482358441877,675.7472418488809,655.8235517080076,636.7882139354812,620.0385079184488,600.2857774850546,587.1641803614091,571.8606383472521,552.3313543706563,543.1570148511801
hm103/SEG3_T180_LOGVOL_TARGET_GINI_RAW,hm103,1207,0.04109744832463019,0.6060123829855264,-0.21370622461563193,1.0,-0.21370622461563193,0.8424242424242424,0.36172355540059886,0.36172355540059886,0.0004939286616151329,19.259404086270166,14.320970022174073,5.262447891675549,6.387922100872816,14.330309048622993,25.458199842124408,39.79471564068622,47.45359265848384,55.65861694462896,62.31826386621445,0.003069649746533285,0.003609546734657876,0.0045771949371607385,0.0027682982573948617,0.0006625598185371738,-0.0002602650687835033,0.0008253908693371003,0.003291244873466001,0.007431006485703853,0.01462889300900768,606.7318552160674,607.66549836416,632.2923938487442,644.8452353407296,647.6644496858831,634.9859050741616,612.4074088962161,586.9748413834307,557.9938209275604,508.77121647980096
hm103/SEG3_T180_LOGVOL_TARGET_MEDIAN_RAW,hm103,910,-0.023849751900096014,-0.24524173664974971,0.5654963453400166,-0.585286695588703,-0.585286695588703,-0.7333333333333333,0.3631377773969606,0.6368622226030394,-9.634037765838249e-05,39.88723967562017,49.02607606647463,56.28056152870646,52.03746094834087,51.73059354035175,41.52120626364216,39.7796874180783,32.785303686883736,19.90377743032192,25.558928242656897,-0.00064001449473716,-0.0020985120559823553,-0.004527452315638621,-0.0009733835069067921,-0.00038639869258843266,-2.3956613817858638e-05,0.00020588183020961217,-0.0010164599166513529,-0.006083579058340313,-0.00820953669798437,607.0058006826895,617.6078526421525,608.3183336032996,611.5805213671487,600.3920527668607,605.5821576743857,598.8191451303287,603.9091480282187,639.6573298032043,681.0706619598717
hm103/SEG3_T180_LOGVOL_TARGET_SKEW_RAW,hm103,1207,0.006783065753092751,0.0290773124848289,-1.0,1.0,-1.0,0.15151515151515152,-0.49007164516985724,-0.49007164516985724,-1.8380175727649056e-05,42.66036556357384,33.72991286329969,25.703649685846678,17.76857634053242,12.50370969834757,15.759672176764274,23.52031258821192,32.78402265032001,41.31084430408764,44.466636067633786,-0.005816006571805484,-0.0010297126970418566,0.0012692768446645026,0.0015548239791581475,0.0006884226491538475,-0.000536734679214386,-0.0007098303514134857,0.0006904657369304698,0.003626532212413037,0.007064208805975615,582.8841129956176,600.4327804525445,622.5831689860069,632.6661688228338,640.8202823062904,638.056540905796,619.8217414945125,601.0280148781325,580.9301629435704,562.0964231573863
hm103/SEG3_T180_LOGVOL_TARGET_STD_RAW,hm103,1207,0.029311020855193562,0.7255073364186567,-0.45090722598093397,1.0,-0.45090722598093397,0.806060606060606,0.3575212208905401,0.3575212208905401,0.00035623411757849455,19.524958645559085,20.69228253437266,14.070993098120425,13.663146502629928,15.155984293015067,25.98510563246088,33.561719833828626,41.70624185178508,49.19707310945176,56.68216126932121,0.003331179858364677,0.001917347836014383,0.002758720596514982,0.0018168588993692839,0.0005278435147940369,-0.00018313284560443323,0.000283117261717861,0.002130585556701944,0.005499077798880086,0.01087318826086226,610.1281371892627,601.0261248221686,612.6706830699154,625.310862183717,623.5155957974168,622.3004287187134,612.3223730182534,598.9816197028865,579.8702449354321,547.0189613106629
hm103/SEG3_T180_LOGVOL_TARGET_UNIQUE_COUNT_RAW,hm103,1207,-0.03531385689814751,-0.5640465054412268,0.44453786456308236,-1.0,-1.0,-0.7696969696969697,0.3360270633426247,0.6639729366573753,-0.00033212849343433056,29.269743759108866,40.95058504160265,41.16891029927865,43.07505130958992,37.766553830589615,33.71560896321062,29.242054888977822,25.82797654316261,15.746839859766451,-6.453495428462035,-0.0013374806415967916,-0.004641228176674983,-0.003266175932641289,-0.0019720802285756174,-0.0005378424869963702,0.00028116092330473516,-7.76166792151967e-05,-0.0015025468788183644,-0.005833522847500172,-0.01609439545599914,577.3358756403846,558.7825822972541,563.3716774785731,574.1872340154639,570.7884389578777,586.6641423446849,609.203158950615,630.2034430348456,658.2122948752267,713.8141489259699
